,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize
9727,Mar,2,Saturday,Honda,Urban,Monday,Mar,3,Male,Married,43.0,Third Party,Sedan - Liability,Sport,more than 69000,0,12982,7,400,2.0,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,80258.1585794787
9728,May,3,Thursday,Mazda,Urban,Friday,May,3,Male,Married,36.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12983,5,400,4.0,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,11524.1258178247
9729,May,3,Friday,Mazda,Urban,Wednesday,May,4,Male,Married,36.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12984,14,400,4.0,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,813.400069999301
9730,May,1,Tuesday,Pontiac,Urban,Wednesday,May,1,Male,Married,26.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12985,14,400,3.0,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,31927.6361851194
9731,Jun,5,Tuesday,Pontiac,Urban,Monday,Jul,1,Male,Married,42.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12986,7,400,4.0,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,8505.81222032757
9732,Jun,3,Sunday,Pontiac,Urban,Thursday,Jun,4,Male,Married,40.0,Third Party,Sedan - Collision,Sedan,less than 20000,0,12987,14,400,4.0,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,6161.69363975805
9733,Oct,5,Monday,Toyota,Urban,Monday,Nov,3,Male,Married,43.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,12989,10,400,2.0,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,51208.1874406152
9734,Dec,3,Tuesday,Toyota,Urban,Tuesday,Dec,3,Male,Single,28.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12991,10,400,2.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,3902.10483264732
9735,Apr,3,Wednesday,Pontiac,Urban,Wednesday,Apr,3,Male,Married,40.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12992,5,400,2.0,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,51335.8290596568
9736,Apr,4,Friday,Pontiac,Urban,Friday,Apr,4,Male,Married,30.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12993,7,400,4.0,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,9350.22239067685
9737,Sep,2,Friday,Pontiac,Rural,Wednesday,Sep,2,Male,Single,23.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12994,3,400,2.0,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Collision,64586.618621288
9738,Feb,1,Wednesday,Honda,Rural,Thursday,Feb,1,Male,Married,67.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12995,9,400,4.0,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,6458.55009093148
9739,Jun,3,Thursday,Mazda,Urban,Wednesday,Jun,4,Male,Single,35.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12996,10,400,1.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,1293.47974298407
9740,Sep,4,Thursday,Mazda,Urban,Wednesday,Dec,2,Male,Married,46.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12997,9,400,1.0,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,3830.09252999854
9741,Sep,4,Saturday,Mazda,Urban,Tuesday,Sep,4,Female,Married,45.0,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,12998,8,400,3.0,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,3 to 5,no change,3 to 4,1996,Collision,17928.1545162548
9742,Jan,1,Tuesday,Mazda,Urban,Tuesday,Jan,1,Male,Married,51.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12999,3,400,1.0,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,17871.6407709363
9743,Jun,3,Friday,Honda,Urban,Friday,Jun,3,Male,Married,39.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,13000,13,400,4.0,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,Collision,8454.32417284797
9744,Mar,1,Friday,Pontiac,Urban,Tuesday,Apr,1,Male,Married,39.0,Policy Holder,Utility - All Perils,Utility,more than 69000,0,13001,16,400,2.0,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,76624.9708780308
9745,Jul,4,Saturday,Pontiac,Urban,Wednesday,Aug,1,Male,Married,34.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13002,14,400,1.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,74391.1530471736
9746,Dec,1,Saturday,Toyota,Urban,Monday,Dec,2,Female,Married,29.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,13003,13,400,4.0,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,1962.36623407038
9747,Sep,1,Monday,Pontiac,Urban,Monday,Sep,2,Male,Married,26.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13007,9,400,2.0,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,5055.43247762816
9748,Dec,2,Tuesday,Mazda,Urban,Tuesday,Dec,2,Male,Married,53.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13009,5,400,4.0,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,1487.03501793279
9749,Dec,2,Monday,Honda,Urban,Wednesday,Dec,2,Male,Married,33.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13010,13,400,2.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,2221.36880103556
9750,Dec,2,Tuesday,Mazda,Urban,Wednesday,Dec,2,Female,Married,33.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13011,8,400,3.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,32159.2352829941
9751,Oct,5,Sunday,Ford,Urban,Monday,Nov,1,Male,Single,37.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,13013,11,400,4.0,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,10263.3744752215
9752,Sep,1,Friday,Honda,Urban,Monday,Sep,1,Male,Divorced,37.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13014,11,400,2.0,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,1 year,1 vehicle,1996,Collision,2115.25511297911
9753,Aug,5,Wednesday,Mazda,Urban,Friday,Sep,1,Male,Single,32.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13015,13,400,1.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,92790.3367133601
9754,Apr,3,Monday,Mazda,Rural,Monday,Apr,3,Male,Married,65.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13017,10,400,1.0,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,2947.08769403158
9755,Nov,3,Friday,Pontiac,Urban,Wednesday,Nov,4,Male,Single,28.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13018,3,400,2.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,738.027638316795
9756,Nov,2,Saturday,Mazda,Urban,Tuesday,Nov,3,Male,Married,41.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13019,2,400,2.0,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,2542.63619371211
9757,Aug,2,Thursday,Mazda,Urban,Friday,Aug,2,Male,Single,26.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13020,1,400,2.0,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,2931.16158150503
9758,Aug,1,Thursday,Toyota,Urban,Thursday,Aug,1,Male,Married,32.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13021,15,400,3.0,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,Liability,8483.60166957194
9759,Jul,4,Friday,Toyota,Urban,Friday,Jul,4,Female,Single,31.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13022,10,400,2.0,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,46412.1857374358
9760,Jun,3,Friday,Toyota,Urban,Tuesday,Jun,3,Female,Married,40.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13023,10,400,1.0,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,4903.29151669958
9761,Apr,2,Monday,BMW,Rural,Tuesday,Apr,2,Male,Married,30.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13025,15,400,2.0,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,63533.8249568942
9762,Mar,4,Monday,Honda,Urban,Tuesday,Mar,4,Male,Married,41.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13026,9,400,4.0,more than 30,more than 30,2 to 4,4 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,7613.97501146266
9763,Jun,3,Saturday,Mazda,Urban,Tuesday,Jun,3,Male,Married,27.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,13027,5,400,1.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,8897.56055940273
9764,Jun,3,Saturday,Mazda,Urban,Friday,Jun,4,Male,Single,28.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13028,10,400,2.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,9075.19323607999
9765,Feb,3,Thursday,VW,Urban,Wednesday,Mar,1,Male,Married,38.0,Third Party,Sedan - Liability,Sport,20000 to 29000,0,13029,4,400,3.0,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,15392.6163245545
9766,Apr,2,Sunday,Honda,Urban,Wednesday,Apr,2,Male,Married,33.0,Third Party,Sedan - All Perils,Sedan,less than 20000,0,13030,9,400,3.0,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,3909.47423156943
9767,Nov,2,Sunday,Pontiac,Urban,Wednesday,Dec,2,Male,Single,32.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13031,15,400,1.0,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,5115.98997788566
9768,Oct,4,Saturday,Mazda,Urban,Wednesday,Oct,4,Male,Married,55.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13032,3,400,4.0,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,38878.2480944814
9769,Aug,3,Thursday,Honda,Urban,Wednesday,Aug,5,Male,Married,34.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13033,10,400,3.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,8863.22980783245
9770,Aug,3,Wednesday,Mazda,Urban,Thursday,Aug,3,Male,Married,64.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13034,2,400,2.0,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,13703.2309036124
9771,Apr,3,Sunday,Pontiac,Urban,Tuesday,Apr,3,Female,Married,46.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,13036,1,400,3.0,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,24248.8819949474
9772,Dec,2,Tuesday,Honda,Urban,Monday,Dec,3,Male,Single,44.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13039,2,400,2.0,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,3 to 4,1996,Collision,9913.71024159796
9773,Dec,2,Monday,VW,Urban,Wednesday,Dec,3,Female,Single,51.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,13040,9,400,4.0,more than 30,more than 30,1,more than 7,41 to 50,Yes,No,External,more than 5,no change,1 vehicle,1996,All Perils,21723.0453240013
9774,Dec,2,Saturday,Pontiac,Urban,Thursday,Dec,3,Female,Single,35.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13041,2,400,4.0,more than 30,more than 30,2 to 4,5 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,1996,All Perils,6514.70332212868
9775,Dec,2,Friday,Chevrolet,Urban,Friday,Dec,3,Male,Married,34.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13044,6,400,4.0,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,7462.14779838138
9776,Dec,2,Friday,Pontiac,Urban,Friday,Dec,2,Male,Married,51.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13045,12,400,1.0,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,18720.7966794054
9777,Nov,5,Tuesday,Honda,Urban,Wednesday,Dec,3,Male,Married,40.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13046,13,400,1.0,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,87802.6902108818
9778,Aug,4,Monday,Chevrolet,Urban,Monday,Aug,4,Male,Married,44.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13048,6,400,1.0,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,2612.0067498758
9779,Jul,1,Sunday,Mazda,Urban,Thursday,Aug,3,Male,Married,42.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13051,4,400,4.0,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,43408.4715957584
9780,Jun,2,Monday,Saturn,Urban,Monday,Jun,3,Male,Married,54.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13052,16,700,4.0,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,6196.42956359296
9781,May,4,Friday,Honda,Urban,Tuesday,May,5,Male,Married,36.0,Policy Holder,Sport - Collision,Sport,more than 69000,0,13054,3,400,3.0,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,59539.8465730921
9782,Apr,4,Wednesday,Accura,Urban,Thursday,Apr,5,Male,Single,43.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,13055,14,400,4.0,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,53613.8582383993
9783,Apr,4,Friday,Honda,Urban,Tuesday,May,1,Female,Single,31.0,Third Party,Sedan - Liability,Sport,20000 to 29000,0,13056,2,400,2.0,8 to 15,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,3103.81200704239
9784,Mar,1,Tuesday,Pontiac,Urban,Tuesday,Mar,1,Female,Single,39.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13057,10,500,2.0,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,2 to 3 years,1 vehicle,1996,Collision,7607.67337620912
9785,Sep,3,Monday,Pontiac,Urban,Monday,Sep,3,Male,Single,34.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13059,11,400,4.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,1189.09130357508
9786,Jun,3,Monday,Pontiac,Urban,Friday,Jun,4,Male,Single,32.0,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,13063,2,400,4.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,All Perils,29728.91184699
9787,Dec,1,Monday,Honda,Urban,Friday,Dec,3,Male,Married,35.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13064,4,400,4.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,1460.75073780798
9788,Dec,2,Wednesday,Chevrolet,Urban,Wednesday,Dec,2,Male,Married,49.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13065,7,400,1.0,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,4674.45252189408
9789,Mar,5,Tuesday,Pontiac,Urban,Monday,Apr,1,Male,Married,36.0,Third Party,Utility - All Perils,Utility,more than 69000,0,13067,9,400,4.0,more than 30,more than 30,2 to 4,7 years,36 to 40,No,Yes,External,1 to 2,no change,1 vehicle,1996,All Perils,71329.9497857664
9790,Jun,3,Monday,Honda,Urban,Thursday,Jun,4,Male,Married,40.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,13068,14,400,2.0,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,3412.02793442938
9791,Jun,3,Monday,Toyota,Urban,Thursday,Jun,4,Male,Married,29.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13070,5,400,1.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,4246.68112384366
9792,Aug,1,Monday,Pontiac,Urban,Thursday,Aug,3,Male,Married,48.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13072,13,400,3.0,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,11971.8859878834
9793,Aug,3,Friday,Honda,Urban,Friday,Sep,1,Male,Married,46.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13073,14,400,2.0,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,78743.0792396629
9794,Oct,4,Monday,Mazda,Rural,Wednesday,Oct,4,Female,Single,45.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13074,10,400,4.0,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,7744.69668016806
9795,Nov,1,Thursday,Pontiac,Rural,Tuesday,Dec,2,Male,Single,47.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,13075,9,400,2.0,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,91760.0929849562
9796,Nov,4,Saturday,Pontiac,Rural,Friday,Dec,1,Male,Married,67.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,13076,13,400,2.0,more than 30,more than 30,1,7 years,over 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,98988.3979335665
9797,Dec,1,Tuesday,Toyota,Urban,Wednesday,Dec,2,Male,Married,46.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13077,4,400,3.0,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,26324.5507110887
9798,Apr,1,Wednesday,Honda,Urban,Wednesday,Apr,1,Male,Married,44.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13080,1,400,3.0,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,3 to 4,1996,Liability,6027.71287299455
9799,Jun,1,Thursday,Pontiac,Urban,Monday,Jul,3,Male,Married,34.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,13081,7,400,2.0,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,71756.9413197145
9800,Jul,3,Friday,Toyota,Rural,Monday,Jul,3,Male,Married,64.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,13082,4,400,4.0,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,15477.8734725591
9801,Jul,3,Tuesday,Mazda,Urban,Friday,Aug,2,Male,Married,34.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13083,15,400,4.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,4399.07553543376
9802,Aug,2,Sunday,Honda,Urban,Monday,Sep,4,Male,Single,24.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13084,1,400,1.0,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,4 to 8 years,2 vehicles,1996,Liability,6630.87157793659
9803,Aug,3,Sunday,Pontiac,Urban,Wednesday,Sep,1,Male,Married,54.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,13085,11,400,1.0,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,98545.3743385517
9804,Jun,3,Monday,Honda,Urban,Thursday,Jun,4,Male,Married,37.0,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,13087,7,400,2.0,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,4236.90728296756
